"bor_subb","name","code","subborough","forhis06","forhis07","forhis08","forhis09","forwh06","forwh07","forwh08","forwh09","hhsiz1990","hhsiz00","hhsiz02","hhsiz05","hhsiz08","kids2000","kids2005","kids2006","kids2007","kids2008","kids2009","rent2002","rent2005","rent2008","rentpct02","rentpct05","rentpct08","pubast90","pubast00","yrhom02","yrhom05","yrhom08","geometry"
"1",501,"North Shore",501,"North Shore",37.0657,34.0317,27.3767,29.3091,13.254,11.8768,11.1788,11.1459,2.7146,2.7338,2.7412,2.801,2.6983,39.2995,43.3788,38.4022,41.5213,39.839,40.3169,800,900,1000,21.1119,24.8073,28.5344,47.329128,6.005791,10.80506793,12.1278533,11.54743334,list(list(c(962498.865920997, 962914.979769352, 963192.444360285, 963358.785756337, 963136.596955887, 963247.440031932, 963413.941978677, 963386.066574449, 963607.792048268, 963885.514352708, 964051.957237642, 964024.02469985, 964218.190985765, 964439.813282605, 964633.95668346, 964706.18985432, 964782.312139196, 964906.487355308, 965106.759367291, 965081.005772556, 965144.051496212, 965118.018310524, 965231.014193199, 965220.922216898, 965207.197237546, 965484.967205518, 965960.814418037, 966312.34020022, 
965967.248519368, 966216.176713526, 966513.302380729, 966813.915142684, 966469.350780734, 966576.972252195, 966591.118621754, 966825.816152225, 967127.937271347, 967495.403058645, 967496.110277985, 967495.758329943, 967534.613572386, 967675.634374097, 967845.172342982, 967864.870463155, 968379.527800484, 968386.457420401, 968483.18286483, 968526.729794757, 968374.788970416, 968263.124120733, 967496.73237386, 967470.941163659, 966214.190016499, 966160.691714808, 966065.327799121, 965963.098680023, 
965866.977685291, 965770.569396378, 965656.393887761, 965200.837998622, 965152.390433128, 963708.741379608, 963600.763315303, 963520.260958724, 963319.283654836, 963049.437070255, 962995.302183733, 962785.406646592, 962719.604745493, 962611.586646605, 962209.181330922, 961672.920931341, 961668.755210048, 961321.164186244, 961075.513199696, 960805.701011168, 960709.941012402, 960684.685674415, 960601.981337544, 960464.323665836, 960362.485508901, 960152.962242991, 959991.162538601, 959945.923539225, 
959691.69881486, 959458.302418626, 959194.656219327, 958990.955249305, 958056.544705736, 957054.7982749, 956958.737600471, 956526.780808632, 956394.848867022, 956088.599774022, 955830.676160968, 955500.891054419, 955224.878131483, 954925.102182738, 954971.898389952, 954808.16661628, 954675.213131142, 954511.717792904, 954389.273410819, 954147.703414585, 953924.695992674, 953750.223308483, 953741.893673865, 953663.910863439, 953648.646777669, 953625.66894216, 953504.901831763, 953400.627225647, 953282.154863779, 
953191.937624489, 952899.823640705, 952879.006098699, 952693.866852073, 952627.802189877, 951799.508776735, 951589.232305211, 951360.867421812, 951264.743463798, 951042.58272883, 950621.61833697, 950525.483825828, 950230.802511199, 950171.365869338, 949834.990427164, 949150.404334848, 948880.200793926, 948700.278775752, 948460.052389467, 948165.968109554, 947853.808538133, 947529.735897058, 947289.497019872, 947049.590163636, 946761.342753805, 946515.308319713, 946227.337596327, 945921.040671248, 
945645.017537859, 945405.080718219, 945134.848996135, 944876.901940451, 944606.697950395, 944270.737688749, 943838.696144811, 943371.018665045, 942814.347320427, 942688.723017758, 942532.598422643, 942425.063724781, 941880.990294733, 941707.754065948, 941546.437874002, 941295.31589035, 941205.50864303, 940870.686168957, 940505.887993876, 940621.024186347, 940645.361005694, 940705.821364473, 940148.273910078, 939938.694239991, 939747.40797491, 939466.285204658, 938915.691139432, 938652.305020859, 
938365.059950803, 937808.166055873, 937604.609247764, 937485.063261614, 937442.902724354, 937125.705113453, 935090.25503186, 934904.513131754, 934695.251582486, 933995.159156319, 933415.894784752, 933366.838408928, 932630.629601462, 932570.521745042, 930978.719066141, 930841.248664389, 929920.00989736, 929881.221497252, 930003.604215146, 930170.403973837, 930188.271138459, 930604.645900788, 931354.191999324, 931382.14265861, 931687.458574741, 932243.199922513, 932326.016247201, 932076.105199583, 
932492.853486646, 932772.126614586, 933132.199552099, 933161.425673343, 933994.860087714, 934023.264193313, 934245.69695948, 934550.579799091, 934492.551888706, 934742.647986646, 935104.914001493, 935382.557947179, 935495.361976062, 935939.855448633, 936299.895830542, 936409.977421467, 936687.627463744, 936658.186580955, 936701.123446855, 936852.373876412, 937019.525590523, 937269.153393844, 937573.867489913, 937685.365914515, 938184.491235847, 938213.002621048, 938434.881221445, 938489.836742035, 
938739.403773374, 938989.312223488, 939074.119614583, 939487.346202097, 939372.550644192, 939622.816256958, 939820.797202032, 940154.756453521, 940376.722544328, 940682.01787281, 940850.649252862, 941294.440173679, 941355.730748639, 941909.355436678, 941794.658653573, 942265.990399902, 942575.90180028, 942715.168491272, 942742.826652406, 942692.094666041, 942882.940603097, 943837.541058705, 944080.796714283, 944329.33629245, 944465.879795967, 944634.618117547, 944635.59350275, 944917.619891309, 945254.280838808, 
945311.624480981, 945370.137172309, 945556.989971238, 946010.674437251, 946011.018277984, 946899.431628926, 946937.702209923, 947370.886954473, 947454.309658721, 947787.282589717, 947890.318592023, 947925.772112724, 948203.459655786, 948369.866665822, 948536.381700367, 948785.88854591, 948785.197626116, 948887.090767617, 948924.016857295, 948951.915719112, 949784.624813854, 950812.314949192, 950757.111006218, 950895.844930169, 951423.380744933, 952534.121796432, 952895.123762578, 953006.312041797, 
953019.922748708, 953478.497242606, 953811.370107443, 955222.811515192, 955637.482493338, 956508.3440462, 956827.625298019, 956878.812970829, 958213.036993813, 959329.124547073, 959354.685876342, 959648.264555906, 959862.171580004, 960250.883141274, 960805.942360678, 961361.069913178, 962443.530440785, 962498.865920997, 175588.945626282, 175442.845788398, 175406.17108009, 175223.863750542, 175005.459199818, 174823.199399814, 174823.05611234, 174677.349007303, 174349.264957176, 174604.059962522, 174531.055594432, 
